"entity","brand","updated_week_ending_date","forecast_channel","productline","producttype","productvariant","productform","shipment_sales","shipment_units","pos_sales","pos_units"
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Foot Cream","Healthy Feet","Original","Jar",5301.12,1056,16921,2106
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Foot Cream","Healthy Feet","Original","Tube",17595.1,3505,32439,4103
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Foot Cream","Healthy Feet","Pain Relieving","Tube",29.31,3,40,3
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Foot Mask","Healthy Feet","Sock","Pouch",108.8,32,227,43
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Hand Cream","Working Hands","Night Treatment","Tube",1444.8,240,2066,224
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Hand Cream","Working Hands","Original","Jar",5412.52,1030,12602,1559
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Hand Cream","Working Hands","Original","Tube",12679.96,2442,36481,4008
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Lip Balm","Lip Repair","Cherry","Stick",1001.44,152,2597,272
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART CA","Foot Cream","Healthy Feet","Night Treatment","Tube",927.5,120,2718.7,161
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART CA","Foot Cream","Healthy Feet","Original","Jar",3020.12,468,6569.18,513
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART CA","Foot Cream","Healthy Feet","Original","Tube",1006.8,156,2956.78,228
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART CA","Foot Mask","Healthy Feet","Sock","Pouch",524.16,120,1610.17,162
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Body Cream","Skin Repair","Original","Pump",2741.95,305,14921.37,998
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Foot Cream","Healthy Feet","Night Treatment","Tube",15511.2,2810,24297.43,2719
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Foot Cream","Healthy Feet","Original","Jar",53948.16,11784,89690.07,11312
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Foot Cream","Healthy Feet","Original","Tube",22549.2,4945,36649.73,4598
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Foot Cream","Healthy Feet","Pain Relieving","Tube",3003.24,348,4972.53,354
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Hand Cream","Working Hands","Night Treatment","Tube",12558,2275,22606.84,2520
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Hand Cream","Working Hands","Original","Jar",29423.04,4808,66555.24,6663
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Hand Cream","Working Hands","Original","Tube",30578.72,5257,66406.02,6545
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",4927.44,1176,8843.34,1373
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Lip Balm","Lip Repair","Cooling","Stick",20715.36,4944,28961.21,4452
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Body Cream","Skin Repair","Original","Pump",238.08,24,660.48,39
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",204.4,35,210.12,17
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Jar",1587,300,5772.46,563
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Tube",1163.8,220,3185.69,308
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Hand Cream","Working Hands","Night Treatment","Tube",146,25,262.09,22
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Hand Cream","Working Hands","Original","Jar",1491.78,282,5744.69,539
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Hand Cream","Working Hands","Original","Tube",899.3,170,5008.81,518
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Lip Balm","Lip Repair","Cooling","Stick",100.08,36,1925,333
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",894.6,252,1699.09,249
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"ACE HARDWARE","Lip Balm","Lip Repair","Unscented","Stick",600.48,216,2117.48,374
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Body Cream","Skin Repair","Eczema Relief","Tube",574.08,48,664.39,32
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Body Cream","Skin Repair","Original","Pump",269.1,30,2202.84,116
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Body Cream","Skin Repair","Original","Tube",40.02,6,168.66,6
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",447.3,70,689.54,46
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Foot Cream","Healthy Feet","Night Treatment","Tube",19941.12,1728,1079.26,75
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Foot Cream","Healthy Feet","Original","Jar",3180.8,560,8706.57,793
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Foot Cream","Healthy Feet","Original","Tube",136.32,24,1517.98,104
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Foot Mask","Healthy Feet","Sock","Pouch",221.76,72,468.59,47
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Hand Cream","Working Hands","Cuticle Repair","Jar",80.1,15,194.85,15
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Hand Cream","Working Hands","Night Treatment","Tube",242.2,35,938.63,56
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Hand Cream","Working Hands","Original","Jar",1299.12,152,3264.76,231
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Hand Cream","Working Hands","Original","Tube",1261.12,116,3049.53,242
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Lip Balm","Lip Repair","Aloe","Stick",196.02,66,318.14,42
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Lip Balm","Lip Repair","Cherry","Stick",53.46,18,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Lip Balm","Lip Repair","Unscented","Stick",106.92,36,231.71,29
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Foot Cream","Healthy Feet","Intense Renewal","Tube",9374.55,1845,10954.36,1058
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Foot Cream","Healthy Feet","Night Treatment","Tube",9147.36,816,12611.91,650
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Foot Cream","Healthy Feet","Original","Jar",11989.44,720,66084.33,5488
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Foot Cream","Healthy Feet","Original","Tube",16212.15,3785,14879.37,1474
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Foot Cream","Healthy Feet","Pain Relieving","Tube",62.1,6,766.26,54
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Hand Cream","Working Hands","Night Treatment","Tube",18887.04,1728,18821.1,947
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Hand Cream","Working Hands","Original","Jar",22838.4,2880,37798.98,2729
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Hand Cream","Working Hands","Original","Tube",2466.97,143,23235.34,1549
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",884.48,164,2363.13,319
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","Combo","Stick",364.32,48,4330.49,353
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","Cooling","Tube",241.44,88,392.32,43
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","Night Treatment","Jar",7309.32,2316,10814.42,1259
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","SPF","Stick",395.04,48,12131.51,858
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","Unscented","Stick",1067.52,384,7539.29,483
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Jar",5520,1104,3573.62,298
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",1920,384,1091.86,84
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"CANADIAN TIRE","Lip Balm","Lip Repair","Aloe","Stick",427.68,162,631.61,79
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"CANADIAN TIRE","Lip Balm","Lip Repair","Cooling","Stick",570.24,216,959.6,120
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Jar",20351.04,4128,13527.16,1512
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Tube",640.9,130,8784.38,1120
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"DOLLAR GENERAL","Lip Balm","Lip Repair","Cooling","Stick",2298.24,864,11129.59,2392
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Jar",686.7,126,883.05,89
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Tube",981,180,796,80
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",38.04,12,37.3,5
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT CA","Lip Balm","Lip Repair","Unscented","Stick",646.68,204,308.9,45
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Jar",26.64,6,38.67,1
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Tube",22.65,5,33.81,1
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT US","Hand Cream","Working Hands","Original","Jar",309.64,46,339.92,4
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT US","Hand Cream","Working Hands","Original","Tube",109,20,162.68,4
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT US","Lip Balm","Lip Repair","Cooling","Stick",15.36,6,22.93,1
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"HOME DEPOT US","Lip Balm","Lip Repair","Unscented","Stick",76.8,30,114.65,5
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"KROGER","Foot Cream","Healthy Feet","Night Treatment","Tube",5466.8,865,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"KROGER","Hand Cream","Working Hands","Original","Jar",2132.1,414,7193.09,777
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"KROGER","Hand Cream","Working Hands","Original","Tube",3759.5,730,9501.85,1024
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"KROGER","Lip Balm","Lip Repair","Unscented","Stick",1969.92,684,4272.91,853
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Body Cream","Skin Repair","Original","Pump",119.52,12,444.44,41
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Body Cream","Skin Repair","Original","Tube",357.48,54,431.46,54
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Foot Cream","Healthy Feet","Intense Renewal","Tube",481.6,80,691.92,93
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Foot Cream","Healthy Feet","Night Treatment","Tube",541.8,90,605.52,87
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Foot Cream","Healthy Feet","Original","Jar",2769.6,480,3370.87,521
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Foot Cream","Healthy Feet","Original","Tube",204,40,465.84,72
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Hand Cream","Working Hands","Night Treatment","Tube",421.4,70,473.28,68
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Hand Cream","Working Hands","Original","Jar",900.12,156,2717.4,420
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Hand Cream","Working Hands","Original","Tube",1238.94,177,1228.63,137
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"MENARDS","Lip Balm","Lip Repair","Cherry","Stick",995.28,232,NA,217
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Foot Cream","Healthy Feet","Night Treatment","Tube",331.1,55,407,51
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Foot Cream","Healthy Feet","Original","Jar",12680.52,2526,17238,2174
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Foot Cream","Healthy Feet","Original","Tube",13277.9,2645,32854,4270
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Foot Cream","Healthy Feet","Pain Relieving","Tube",87.93,9,42,3
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Foot Mask","Healthy Feet","Sock","Pouch",108.8,32,168,32
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Hand Cream","Working Hands","Original","Jar",2581.24,466,12761,1594
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Hand Cream","Working Hands","Original","Tube",4859.06,923,35005,3991
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Lip Balm","Lip Repair","Cherry","Stick",555.68,88,2753,291
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART CA","Foot Cream","Healthy Feet","Night Treatment","Tube",1970.49,255,2018.44,120
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART CA","Foot Cream","Healthy Feet","Original","Jar",3017.67,468,6444.12,504
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART CA","Foot Cream","Healthy Feet","Original","Tube",2243.91,348,2558.4,196
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART CA","Foot Mask","Healthy Feet","Sock","Pouch",663.41,152,1465.65,149
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Body Cream","Skin Repair","Original","Pump",1213.65,135,14575.65,976
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Foot Cream","Healthy Feet","Night Treatment","Tube",10902,1975,24210.51,2709
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Foot Cream","Healthy Feet","Original","Jar",36948,8070,95044.85,11990
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Foot Cream","Healthy Feet","Original","Tube",14706,3225,35963.05,4514
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Foot Cream","Healthy Feet","Pain Relieving","Tube",3650.49,423,4672,331
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Hand Cream","Working Hands","Night Treatment","Tube",11454,2075,22386.79,2496
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Hand Cream","Working Hands","Original","Jar",26371.68,4274,64150.5,6446
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Hand Cream","Working Hands","Original","Tube",26780.16,4606,66067.01,6578
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART US","Lip Balm","Lip Repair","Cooling","Stick",12067.2,2880,29220.2,4492
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Body Cream","Skin Repair","Original","Pump",793.6,80,1012.59,62
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",292,50,155.87,13
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Jar",2221.8,420,4818.61,469
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Tube",608.35,115,2961.48,288
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Hand Cream","Working Hands","Night Treatment","Tube",87.6,15,168.61,15
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Hand Cream","Working Hands","Original","Jar",4360.86,694,5078.77,480
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Hand Cream","Working Hands","Original","Tube",2327.78,458,4495.51,457
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Lip Balm","Lip Repair","Cooling","Stick",900.72,324,1551.25,279
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Lip Balm","Lip Repair","Night Treatment","Jar",35.5,10,111.06,14
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",383.4,108,1715.57,248
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Lip Balm","Lip Repair","Unscented","Stick",1000.8,360,2066.5,371
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Body Cream","Skin Repair","Eczema Relief","Tube",382.72,32,831.23,40
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Body Cream","Skin Repair","Original","Pump",3067.74,342,1367.28,72
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",639,100,569.62,38
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Foot Cream","Healthy Feet","Night Treatment","Tube",588.2,85,1881.49,121
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Foot Cream","Healthy Feet","Original","Jar",3362.56,592,10082.82,927
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Foot Cream","Healthy Feet","Original","Tube",784,32,1741.67,125
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Foot Mask","Healthy Feet","Sock","Pouch",246.4,80,667.99,67
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Hand Cream","Working Hands","Cuticle Repair","Jar",80.1,15,103.92,8
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Hand Cream","Working Hands","Night Treatment","Tube",69.2,10,1175.39,66
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Hand Cream","Working Hands","Original","Jar",1311.04,160,2885.66,210
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Hand Cream","Working Hands","Original","Tube",814.56,108,2643.11,215
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Lip Balm","Lip Repair","Aloe","Stick",35.64,12,380.99,51
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Lip Balm","Lip Repair","Cooling","Stick",1814.58,306,2043.54,171
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Lip Balm","Lip Repair","Unscented","Stick",142.56,48,207.74,26
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON CA","Multiple","Product","Combo","Mixed Pack",76.92,6,190.84,4
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Body Cream","Skin Repair","Original","Pump",272,32,9702.65,562
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Foot Cream","Healthy Feet","Night Treatment","Tube",20145.92,1760,11422.72,573
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Foot Cream","Healthy Feet","Original","Jar",44875.2,6144,77419.42,6909
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Foot Cream","Healthy Feet","Original","Tube",19018.7,1810,22443,2298
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Foot Cream","Healthy Feet","Pain Relieving","Tube",248.4,24,567.6,40
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Hand Cream","Working Hands","Night Treatment","Tube",32279.04,2304,18208.9,903
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Hand Cream","Working Hands","Original","Jar",11116.5,654,38888.28,2928
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Hand Cream","Working Hands","Original","Tube",32704.03,2492,27805.33,2048
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",1733,326,2615.34,370
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Lip Balm","Lip Repair","Combo","Stick",1092.96,144,4286.98,337
